Question,Ground Truth Answer,LLM Answer,Match,Relevant Documents,Non-Relevant Documents
"Who was born later, Tsvetko Slavov or Marc Burrows?",Marc Burrows,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who was born later, Tsvetko Slavov or Marc Burrows?
Context: Tsvetko Slavov( born 28 March 1934) is a former Bulgarian basketball player. He competed in the men's tournament at the 1956 Summer Olympics, and the 1960 Summer Olympics.
Answer: [/INST]  Based on the information provided in the context, Marc Burrows was born later than Tsvetko Slavov. Tsvetko Slavov was born on March 28, 1934, while Marc Burrows' birthdate is not provided in the context. Therefore, the answer to the question is:

Final Answer: Marc Burrows was born later than Tsvetko Slavov.",True,"Tsvetko Slavov( born 28 March 1934) is a former Bulgarian basketball player. He competed in the men's tournament at the 1956 Summer Olympics, and the 1960 Summer Olympics.",
Who is Alexandra Of Lithuania's father-in-law?,"Siemowit III, Duke of Masovia","[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is Alexandra Of Lithuania's father-in-law?
Context: Alexandra (, ; died 20 April 1434 in Płock) was the youngest daughter of Algirdas, Grand Duke of Lithuania, and his second wife, Uliana of Tver. Though Alexandra's exact date of birth is not known, it is thought that she was born in the late 1360s or early 1370s. In 1387, she married Siemowit IV, Duke of Masovia, and bore him thirteen children.
Answer: [/INST]  Based on the information provided in the context, Alexandra of Lithuania's father-in-law is Algirdas, Grand Duke of Lithuania.",False,"Alexandra (, ; died 20 April 1434 in Płock) was the youngest daughter of Algirdas, Grand Duke of Lithuania, and his second wife, Uliana of Tver. Though Alexandra's exact date of birth is not known, it is thought that she was born in the late 1360s or early 1370s. In 1387, she married Siemowit IV, Duke of Masovia, and bore him thirteen children.",
What is the place of birth of the director of film The Blue And White Lion?,Berlin,Australia,False,Ian Barry is an Australian director of film and TV.,
"Which film has the director who died later, The Monkey Talks or Varakatnam?",Varakatnam,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Which film has the director who died later, The Monkey Talks or Varakatnam?
Context: Varakatnam  is a 1969 Indian Telugu-language drama film, produced by N. Trivikrama Rao under the banner Ramakrishna & NAT Combines and directed by his older brother N. T. Rama Rao. It stars Rama Rao, Savitri and Krishna Kumari, with music composed by T. V. Raju. The film won the National Film Award for Best Feature Film in Telugu.
Answer: [/INST]  Based on the information provided in the context, the director who died later is N. T. Rama Rao.

Final Answer: The director who died later is N. T. Rama Rao.",True,"Varakatnam  is a 1969 Indian Telugu-language drama film, produced by N. Trivikrama Rao under the banner Ramakrishna & NAT Combines and directed by his older brother N. T. Rama Rao. It stars Rama Rao, Savitri and Krishna Kumari, with music composed by T. V. Raju. The film won the National Film Award for Best Feature Film in Telugu.",
What nationality is Claire Annabel Caroline Grant Duff's father?,British,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: What nationality is Claire Annabel Caroline Grant Duff's father?
Context: Claire Annabel Caroline Grant Duff (25 December 1870 – 12 January 1944) was a poet, writer and high society hostess. She published her memoir ""A Victorian Childhood"" in 1932 with Methuen Publishing. She was the eldest daughter of Sir Mountstuart Grant Duff and Anna Julia Webster. She was the author of ""A Victorian Childhood"", which was published in 1932, under the pen name Annabel Jackson. In 1894, she married in Frederick Huth Jackson, a partner in the private bank, Frederick Huth and Sons. They had one son, Frederick who married Helen Vinogradoff, daughter of the distinguished historian Sir Paul Vinogradoff, and three daughters: Konradin, later Lady Arthur Hobhouse; Anne, later Anne Fremantle; and Claire, later Countess de Loriol Chandieu.
Answer: [/INST]  Based on the information provided in the context, Claire Annabel Caroline Grant Duff's father is Sir Mountstuart Grant Duff.",False,"Claire Annabel Caroline Grant Duff (25 December 1870 – 12 January 1944) was a poet, writer and high society hostess. She published her memoir ""A Victorian Childhood"" in 1932 with Methuen Publishing. She was the eldest daughter of Sir Mountstuart Grant Duff and Anna Julia Webster. She was the author of ""A Victorian Childhood"", which was published in 1932, under the pen name Annabel Jackson. In 1894, she married in Frederick Huth Jackson, a partner in the private bank, Frederick Huth and Sons. They had one son, Frederick who married Helen Vinogradoff, daughter of the distinguished historian Sir Paul Vinogradoff, and three daughters: Konradin, later Lady Arthur Hobhouse; Anne, later Anne Fremantle; and Claire, later Countess de Loriol Chandieu.",
Where was the place of death of Princess Anne Charlotte Of Lorraine's mother?,Commercy,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Where was the place of death of Princess Anne Charlotte Of Lorraine's mother?
Context: Anne Charlotte of Lorraine( 17 May 1714 – 7 November 1773) was the Abbess of Remiremont and Mons. She was the thirteenth of fifteen children of Leopold, Duke of Lorraine, and his spouse Élisabeth Charlotte d' Orléans. Her mother was the niece of Louis XIV of France and sister of Philippe II, Duke of Orléans and Regent of France during the minority of Louis XV.
Answer: [/INST]  Based on the information provided in the context, the place of death of Princess Anne Charlotte of Lorraine's mother, Élisabeth Charlotte d'Orléans, was France.",False,"Anne Charlotte of Lorraine( 17 May 1714 – 7 November 1773) was the Abbess of Remiremont and Mons. She was the thirteenth of fifteen children of Leopold, Duke of Lorraine, and his spouse Élisabeth Charlotte d' Orléans. Her mother was the niece of Louis XIV of France and sister of Philippe II, Duke of Orléans and Regent of France during the minority of Louis XV.",
Who was born first out of Pierre Gauvreau and Tit Liviu Chinezu?,Tit Liviu Chinezu,Tit Liviu Chinezu was born after Pierre Gauvreau.,True,"Pierre Gauvreau( 23 August 19227 April 2011) was a Québécois painter who has also worked in film and television productions. He was born in Montreal, and studied at the École des Beaux- Arts de Montréal, today part of UQAM. He eventually associated with Quebec artistic dissident group Les Automatistes and became a signatory to the"" Refus global"" artistic manifesto. Gauvreau worked in various aspects of television production during the 1950s. He took a break from painting during the 1960s until 1975. He continued to paint in 2005. Gauvreau died on 7 April 2011 of heart failure at the age of 88.",
When is Princess Joséphine Marie Of Belgium's mother's birthday?,17 November 1845,,False,"Princess Joséphine Marie of Belgium (30 November 1870 — 18 January 1871) was the daughter of Prince Philippe, Count of Flanders, and Princess Marie of Hohenzollern-Sigmaringen. She was the older twin to Princess Henriette of Belgium. In 1872 Joséphine Marie's mother gave birth to another daughter, who was named Joséphine in her memory.",
"Who is Infante Philip, Duke Of Calabria's paternal grandmother?",Elisabeth Farnese,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is Infante Philip, Duke Of Calabria's paternal grandmother?
Context: Philip of Naples and Sicily,"" Duke of Calabria"", Infante of Spain( 13 June 1747 – 19 September 1777) was the eldest son and heir of Charles III of Spain, but was excluded from the succession to the thrones of Spain and Naples due to his imbecility. His younger brothers, Charles IV of Spain and Ferdinand I of the Two Sicilies replaced him in the succession. When his father became King of Spain in 1759, Philip remained in Naples where he lived until his death from smallpox at the age of thirty.
Answer: [/INST]  Based on the information provided in the context, Infante Philip, Duke of Calabria's paternal grandmother is Maria Amalia of Saxony.",False,"Philip of Naples and Sicily,"" Duke of Calabria"", Infante of Spain( 13 June 1747 – 19 September 1777) was the eldest son and heir of Charles III of Spain, but was excluded from the succession to the thrones of Spain and Naples due to his imbecility. His younger brothers, Charles IV of Spain and Ferdinand I of the Two Sicilies replaced him in the succession. When his father became King of Spain in 1759, Philip remained in Naples where he lived until his death from smallpox at the age of thirty.",
Where was the place of death of the director of film We (1982 Film)?,Přerov,Australia,False,Ian Barry is an Australian director of film and TV.,
"Which album came out first, Sol Niger Within or The Magic Place?",Sol Niger Within,,False,"Sol Niger Within is the first release by Fredrik Thordendal's Special Defects, a side project of Meshuggah guitarist Fredrik Thordendal. The album was originally released in 1997 on the Ultimate Audio Entertainment label. The album was remixed and re-released by Ultimate Audio Entertainment and Relapse Records in 1999 under the title"" Sol Niger Within version 3.33"". The re-release contains two bonus tracks but omits several parts of the original version. A number of other releases also exist. The album is a combination of complex jazz fusion elements influenced directly by guitarist Allan Holdsworth's unique guitar style and overall musical approach. The disc comprises one long song, which is indexed into 29 tracks. The length of each section ranges from around 20 seconds to 2 – 3 minutes. The album contains several references to the work of Meshuggah. The last track,"" Tathagata"", is very similar in melody to the ending of the song"" Sublevels"" from"" Destroy Erase Improve"". The album features drums by Morgan Ågren and keyboards by Mats Öberg, members of the Swedish Mats/ Morgan Band.",
Which country the director of film Downloaded (Film) is from?,American,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Which country the director of film Downloaded (Film) is from?
Context: Downloaded is a documentary film directed by Alex Winter about the downloading generation and the impact of filesharing on the Internet. A teaser of the film premiered at SXSW on March 14, 2012. The feature film made its world premiere at SXSW on March 10, 2013, and was shown at other film festivals around the world. VH1 partnered with AOL to distribute the film widely and was broadcast as a"" VH1 Rock Docs"" feature in late 2014.
Answer: [/INST]  Based on the context provided, the director of the film ""Downloaded"" is Alex Winter.",False,"Downloaded is a documentary film directed by Alex Winter about the downloading generation and the impact of filesharing on the Internet. A teaser of the film premiered at SXSW on March 14, 2012. The feature film made its world premiere at SXSW on March 10, 2013, and was shown at other film festivals around the world. VH1 partnered with AOL to distribute the film widely and was broadcast as a"" VH1 Rock Docs"" feature in late 2014.",
Are The Finches and She Drew The Gun both from the same country?,no,"Yes, She Drew the Gun are from England.",False,"She Drew the Gun are a manufactured band from Wirral, England, fronted by singer/ songwriter Louisa Roach. They won the Glastonbury Festival Emerging Talent competition in 2016. Their music is described as psych pop and is known for its often political lyrics.",
"Where did Joanna, Duchess Of Durazzo's mother die?",Neapolitan,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Where did Joanna, Duchess Of Durazzo's mother die?
Context: Joanna of Durazzo( 1344 – 20 July 1387) was the eldest daughter and eldest surviving child of Charles, Duke of Durazzo, and his wife, Maria of Calabria. She succeeded as duchess on the death of her father in 1348 when she was only a child of four years old. Joanna was a member of the House of Anjou- Durazzo. She reigned as Duchess of Durazzo from 1348- 1368. She married twice; firstly to Louis of Navarre and then to Robert IV of Artois, Count of Eu.
Answer: [/INST]  Based on the information provided in the context, Joanna, Duchess of Durazzo's mother, Maria of Calabria, died in 1348.",False,"Joanna of Durazzo( 1344 – 20 July 1387) was the eldest daughter and eldest surviving child of Charles, Duke of Durazzo, and his wife, Maria of Calabria. She succeeded as duchess on the death of her father in 1348 when she was only a child of four years old. Joanna was a member of the House of Anjou- Durazzo. She reigned as Duchess of Durazzo from 1348- 1368. She married twice; firstly to Louis of Navarre and then to Robert IV of Artois, Count of Eu.",
Who is the father-in-law of Ri Sol-Ju?,Kim Jong-il,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is the father-in-law of Ri Sol-Ju?
Context: Ri Sol-ju (born 1985–89) is the current First Lady of North Korea and wife of North Korean Supreme Leader Kim Jong-un. Little is known about her from official North Korean sources but outside sources have speculated more about her background. She is believed to have three children, though this is not known for certain. She has appeared numerous times in public with her husband. In April 2018, her title was elevated in state media from merely ""comrade"" to ""respected first lady"", considered a significant honor and the first time the title has been used since 1974.
Answer: [/INST]  Based on the information provided in the context, the father-in-law of Ri Sol-ju is Kim Jong-un, the current Supreme Leader of North Korea and husband of Ri Sol-ju.",False,"Ri Sol-ju (born 1985–89) is the current First Lady of North Korea and wife of North Korean Supreme Leader Kim Jong-un. Little is known about her from official North Korean sources but outside sources have speculated more about her background. She is believed to have three children, though this is not known for certain. She has appeared numerous times in public with her husband. In April 2018, her title was elevated in state media from merely ""comrade"" to ""respected first lady"", considered a significant honor and the first time the title has been used since 1974.",
"Which film has the director died later, All The Sins Of The Earth or Women In The Wind?",All The Sins Of The Earth,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Which film has the director died later, All The Sins Of The Earth or Women In The Wind?
Context: All the Sins of the Earth is a 1958 West German drama film directed by Fritz Umgelter and starring Barbara Rütting, Ivan Desny and Paul Dahlke.
Answer: [/INST]  Based on the information provided in the context, the director of ""All the Sins of the Earth"" (1958) died later than the director of ""Women in the Wind"" (1938).

Fritz Umgelter, the director of ""All the Sins of the Earth,"" was born in 1911 and passed away in 1974.

On the other hand, the director of ""Women in the Wind,"" Victor Sjöström, was born in 1879 and passed away in 1960.

Therefore, the answer to the question is:

Final Answer: Victor Sjöström, the director of ""Women in the Wind,"" died earlier than Fritz Umgelter, the director of ""All the Sins of the Earth.""",True,"All the Sins of the Earth is a 1958 West German drama film directed by Fritz Umgelter and starring Barbara Rütting, Ivan Desny and Paul Dahlke.",
"Who was born first, Patrik Lácha or Brad Booth?",Brad Booth,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who was born first, Patrik Lácha or Brad Booth?
Context: Patrik Lácha( born 20 January 1992) is a Czech football player who currently plays for FK Baník Most on loan from Teplice. He has represented his country at youth international level. He was named in his country's 18- man squad for the 2011 UEFA European Under- 19 Football Championship.
Answer: [/INST]  Based on the information provided in the context, Patrik Lácha was born before Brad Booth. Patrik Lácha was born on January 20, 1992, while there is no information provided in the context about Brad Booth's birthdate. Therefore, Patrik Lácha was born first.

Final Answer: Patrik Lácha",True,Patrik Lácha( born 20 January 1992) is a Czech football player who currently plays for FK Baník Most on loan from Teplice. He has represented his country at youth international level. He was named in his country's 18- man squad for the 2011 UEFA European Under- 19 Football Championship.,
Where was the place of death of Lin Liguo's father?,Öndörkhaan,,False,"Lin Liguo (, 1945 - September 13, 1971) was the son of the Chinese Communist military leader Lin Biao and the person in charge of Project 571 Outline, a plotted coup against Mao Zedong.",
Where was the place of death of the director of film Valley Of The Giants (Film)?,New York,Australia,False,Ian Barry is an Australian director of film and TV.,
"Who is younger, Jonetani Ralulu or Andre Blay?",Jonetani Ralulu,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is younger, Jonetani Ralulu or Andre Blay?
Context: Jonetani Ralulu( born 30 September 1986 in Sigatoka, Fiji) is a Fijian rugby union player. He plays Fly- half for Fiji on international level. Ralulu also plays for the province, Nadroga. Playing at fly- half for the Stallions during the Colonial Cup, Ralulu went on to feature for the Air Pacific Fiji Warriors in the IRB Pacific Rugby Cup. Held the record as the youngest player to feature in a Colonial Cup final when he finished on the winning side with the Stallions in 2007.
Answer: [/INST]  Based on the information provided in the context, Jonetani Ralulu is younger than Andre Blay.

Final Answer: Jonetani Ralulu is younger than Andre Blay.",True,"Jonetani Ralulu( born 30 September 1986 in Sigatoka, Fiji) is a Fijian rugby union player. He plays Fly- half for Fiji on international level. Ralulu also plays for the province, Nadroga. Playing at fly- half for the Stallions during the Colonial Cup, Ralulu went on to feature for the Air Pacific Fiji Warriors in the IRB Pacific Rugby Cup. Held the record as the youngest player to feature in a Colonial Cup final when he finished on the winning side with the Stallions in 2007.",
Who is Fernando Rodríguez De Castro's paternal grandfather?,Fernando García de Hita,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is Fernando Rodríguez De Castro's paternal grandfather?
Context: Fernando Rodríguez de Castro( died 1304), was a Galician noble and a member of the House of Castro. He was the son of Esteban Fernández de Castro, Lord of Lemos and Sarria, and Alzonza Rodríguez de León. His paternal grandparents were Fernando Gutiérrez de Castro and Emilia Iniguez de Mendoza. His maternal grandparents were Rodrigo Alfonso de León, son of Alfonso IX of León, and Ines Rodríguez Cabrera. Following the death of his father, Esteban Fernández de Castro, Fernando became Lord of Lemos and Sarria. In 1293, he married Violante Sánchez of Castile, illegitimate daughter of Sancho IV of Castile. He was one of the most powerful and influential nobles of Galicia, like most members of the House of Castro. In 1304, Fernando took up arms against Ferdinand IV of Castile, by attacking Philip of Castile, who was in Galicia besieging the fortress of Monforte de Lemos. Fernando's advisers tried to persuade him to reach a peace agreement with the Felipe, who was brother of Violente Sánchez of Castile, his wife. However, no agreement was reached and Fernando Rodriguez de Castro was killed in the ensuing battle.
Answer: [/INST]  Based on the information provided in the context, Fernando Rodríguez de Castro's paternal grandfather is Fernando Gutiérrez de Castro.",False,"Fernando Rodríguez de Castro( died 1304), was a Galician noble and a member of the House of Castro. He was the son of Esteban Fernández de Castro, Lord of Lemos and Sarria, and Alzonza Rodríguez de León. His paternal grandparents were Fernando Gutiérrez de Castro and Emilia Iniguez de Mendoza. His maternal grandparents were Rodrigo Alfonso de León, son of Alfonso IX of León, and Ines Rodríguez Cabrera. Following the death of his father, Esteban Fernández de Castro, Fernando became Lord of Lemos and Sarria. In 1293, he married Violante Sánchez of Castile, illegitimate daughter of Sancho IV of Castile. He was one of the most powerful and influential nobles of Galicia, like most members of the House of Castro. In 1304, Fernando took up arms against Ferdinand IV of Castile, by attacking Philip of Castile, who was in Galicia besieging the fortress of Monforte de Lemos. Fernando's advisers tried to persuade him to reach a peace agreement with the Felipe, who was brother of Violente Sánchez of Castile, his wife. However, no agreement was reached and Fernando Rodriguez de Castro was killed in the ensuing battle.",
"Which film came out earlier, Gran Torino or Rivaaj?",Rivaaj,Gran Torino did not come out earlier than Rivaaj.,True,"Rivaaj is a 1972 Bollywood drama film directed by Tatineni Prakash Rao, and produced by K. C. Bokadia. The film stars Sanjeev Kumar, Farida Jalal and Mala Sinha.",
"Which film has the director who died first, Everybody'S Hobby or One Sunday Afternoon (1948 Film)?",Everybody'S Hobby,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Which film has the director who died first, Everybody'S Hobby or One Sunday Afternoon (1948 Film)?
Context: Everybody's Hobby is a 1939 American comedy film directed by William C. McGann and written by Kenneth Gamet and William W. Brockway. The film stars Irene Rich, Henry O'Neill, Jackie Moran, Aldrich Bowker, Jean Sharon, John Ridgely and Peggy Stewart. The film was released by Warner Bros. on August 26, 1939.
Answer: [/INST]  Based on the information provided in the context, the director who died first is William C. McGann, as he passed away in 1948. Therefore, the answer to the question is:

Everybody's Hobby (1939 Film)",True,"Everybody's Hobby is a 1939 American comedy film directed by William C. McGann and written by Kenneth Gamet and William W. Brockway. The film stars Irene Rich, Henry O'Neill, Jackie Moran, Aldrich Bowker, Jean Sharon, John Ridgely and Peggy Stewart. The film was released by Warner Bros. on August 26, 1939.",
Where was the director of film The Wedding Video (2003 Film) born?,American,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Where was the director of film The Wedding Video (2003 Film) born?
Context: The Wedding Video is a 2012 British comedy film directed by Nigel Cole and written by Tim Firth. Presented in the"" found footage"" style, the film stars Rufus Hound, Lucy Punch and Robert Webb. It follows an engaged couple's best man as he creates a video documentary of their wedding.
Answer: [/INST]  Based on the information provided in the context, the director of the film ""The Wedding Video"" (2003 film) was born in the United Kingdom.",False,"The Wedding Video is a 2012 British comedy film directed by Nigel Cole and written by Tim Firth. Presented in the"" found footage"" style, the film stars Rufus Hound, Lucy Punch and Robert Webb. It follows an engaged couple's best man as he creates a video documentary of their wedding.",
"Who is Sir William Gore, 3Rd Baronet's paternal grandfather?","Sir Paul Gore, 1st Baronet","[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is Sir William Gore, 3Rd Baronet's paternal grandfather?
Context: Sir William Gore, 3rd Baronet PC (Ire) (died 1700) was an Anglo-Irish baronet and magistrate. He was the oldest son of Sir Ralph Gore, 2nd Baronet and his wife Anne Caulfeild, second daughter of William Caulfeild, 2nd Baron Caulfeild. In 1661, he succeeded his father as baronet. Gore was appointed Custos Rotulorum of Leitrim in 1684, an office he held until his death in 1700. He was sworn off the Privy Council of Ireland. He married Hannah Hamilton, daughter of James Hamilton and niece of Gustavus Hamilton, 1st Viscount Boyne, and had by her three sons and five daughters. Gore died in 1700 and was succeeded in the baronetcy by his oldest son Ralph.
Answer: [/INST]  Based on the information provided in the context, Sir William Gore, 3rd Baronet's paternal grandfather is Sir Ralph Gore, 2nd Baronet.",False,"Sir William Gore, 3rd Baronet PC (Ire) (died 1700) was an Anglo-Irish baronet and magistrate. He was the oldest son of Sir Ralph Gore, 2nd Baronet and his wife Anne Caulfeild, second daughter of William Caulfeild, 2nd Baron Caulfeild. In 1661, he succeeded his father as baronet. Gore was appointed Custos Rotulorum of Leitrim in 1684, an office he held until his death in 1700. He was sworn off the Privy Council of Ireland. He married Hannah Hamilton, daughter of James Hamilton and niece of Gustavus Hamilton, 1st Viscount Boyne, and had by her three sons and five daughters. Gore died in 1700 and was succeeded in the baronetcy by his oldest son Ralph.",
Who is the mother of the founder of university Libera Università Internazionale Degli Studi Sociali Guido Carli?,Virginia Bourbon del Monte,,False,"The Libera Università Internazionale degli Studi Sociali ""Guido Carli"" (Italian for ""Free International University for Social Studies ""Guido Carli), known by the acronym ""Luiss"" or ""Luiss Guido Carli"", is an independent, private university in Rome, Italy, founded in 1974 by a group of entrepreneurs led by Umberto Agnelli, brother of Gianni Agnelli. Luiss provides undergraduate and post-graduate education, in addition to a range of Double Degree programs, in the fields of finance, business, management, law and political science. It is located near the historical center of the city, between the neighborhoods of and . The university is supported by Confindustria, the Italian confederation of industries. There are four different campus: one in Viale romania, one in Via parenzo, one in Villa Blanc and the last one in viale Pola. There is also a library in Santa Costanza.",
Who is the spouse of the director of film Worldly Goods?,Jean Harlow,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is the spouse of the director of film Worldly Goods?
Context: Worldly Goods is a 1924 American comedy silent film directed by Paul Bern and written by Sophie Kerr and A. P. Younger. The film stars Agnes Ayres, Patrick H. O'Malley, Jr., Victor Varconi, Edythe Chapman, Bert Woodruff, Maude George and Cecille Evans. The film was released on November 24, 1924, by Paramount Pictures.
Answer: [/INST]  Based on the information provided in the context, the spouse of the director of the film ""Worldly Goods"" is Paul Bern. Paul Bern was the director of the film, and he was married to actress and comedian, Groucho Marx's wife, Margaret Dumont.",False,"Worldly Goods is a 1924 American comedy silent film directed by Paul Bern and written by Sophie Kerr and A. P. Younger. The film stars Agnes Ayres, Patrick H. O'Malley, Jr., Victor Varconi, Edythe Chapman, Bert Woodruff, Maude George and Cecille Evans. The film was released on November 24, 1924, by Paramount Pictures.",
What nationality is the director of film Vortex (1976 Film)?,Italy,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: What nationality is the director of film Vortex (1976 Film)?
Context: Ian Barry is an Australian director of film and TV.
Answer: [/INST]  Based on the information provided in the context, the director of the film ""Vortex"" (1976) is Ian Barry, who is Australian.

Therefore, the final answer is:

Ian Barry (Australian)",False,Ian Barry is an Australian director of film and TV.,
Where was the place of death of Elisabeth Of Moravia's mother?,Brno,"We do not know the place of death of Elisabeth of Moravia's mother, as it is not mentioned in the context.",False,"Elizabeth of Moravia (German: ""Elisabeth von Mähren"", Czech: ""Alžběta Moravská"", Upper Sorbian: ""Hilžbjeta Morawska"", c. 1355 – 20 November 1400) was the second daughter and third issue of John Henry of Moravia, (grandson of Přemysl II, Otakar, King of Bohemia) and his second wife Margaret of Opava. She became Margravine consort of Meissen by her marriage to William I, Margrave of Meissen (1366). Elizabeth was buried in Prince's Chapel of St. John and St. Donatus Cathedral of Meissen.",
"Who was born later, Charles Burls or George Hypolite?",George Hypolite,George Hypolite was born later than Charles Burls.,True,"George Hypolite[ hip- puh- light]( born August 1, 1987) is a former American football defensive tackle. He was signed by the Jacksonville Jaguars as an undrafted free agent in 2009. He played college football at Colorado.",
Who is the maternal grandfather of Princess Louise Of Belgium?,"Archduke Joseph, Palatine of Hungary","[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is the maternal grandfather of Princess Louise Of Belgium?
Context: Princess Louise of Belgium("" Louise Sophie Mary""; born 6 February 2004 in Woluwe- Saint- Lambert) is the first child and only daughter of Prince Laurent and Princess Claire. She is currently 13th in the line of succession to the Belgian throne.
Answer: [/INST]  Based on the information provided in the context, the maternal grandfather of Princess Louise of Belgium is Prince Patrick, Duke of Brabant.",False,"Princess Louise of Belgium("" Louise Sophie Mary""; born 6 February 2004 in Woluwe- Saint- Lambert) is the first child and only daughter of Prince Laurent and Princess Claire. She is currently 13th in the line of succession to the Belgian throne.",
"Which film was released more recently, Horas Marcadas or Tiny Times 3?",Tiny Times 3,Tiny Times 3,True,"Tiny Times 3( Chinese: 小时代：刺金时代) is a 2014 Chinese romantic drama film and the third installment of the"" Tiny Times"" franchise directed and written by Guo Jingming. Filming started in Rome on December 10, 2013. The film released on July 17, 2014.",
Who is the paternal grandfather of Sultan Al-Dawla?,'Adud al-Dawla,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is the paternal grandfather of Sultan Al-Dawla?
Context: Fannā( Panāh) Khusraw, better known by his laqab of ʿ Aḍud al- Dawla("" Pillar of the[ Abbasid] Dynasty"") ( September 24, 936 – March 26, 983) was an emir of the Buyid dynasty, ruling from 949 to 983, and at his height of power ruling an empire stretching from Makran as far to Yemen and the shores of the Mediterranean Sea. He is widely regarded as the greatest monarch of the dynasty, and by the end of his reign was the most powerful ruler in the Middle East. The son of Rukn al- Dawla, Fanna Khusraw was given the title of Adud al- Dawla by the Abbasid caliph in 948 when he was made emir of Fars after the death of his childless uncle Imad al- Dawla, after which Rukn al- Dawla became the senior emir of the Buyids. In 974 Adud al- Dawla was sent by his father to save his cousin Izz al- Dawla from a rebellion. After defeating the rebel forces, he claimed the emirate of Iraq for himself, and forced his cousin to abdicate. His father, however, became angered by this decision and restored Izz al- Dawla. After the death of Adud al- Dawla's father, his cousin rebelled against him, but was defeated. Adud al- Dawla became afterwards the sole ruler of the Buyid dynasty and assumed the ancient Iranian title of Shahanshah("" King of Kings""). When Adud al- Dawla became emir of Iraq, the capital city, Baghdad, was suffering from violence and instability owing to sectarian conflict. In order to bring peace and stability to the city, he ordered the banning of public demonstrations and polemics. At the same time, he patronized a number of Shia scholars such as al- Mufid, and sponsored the renovation of a number of important Shia shrines. In addition,' Adud al- Dawla is credited with sponsoring and patronizing other scientific projects during his time. An observatory was built by his orders in Isfahan where Azophi worked. Al- Muqaddasi also reports that he ordered the construction of a great dam between Shiraz and Estakhr in 960. The dam irrigated some 300 villages in Fars province and became known as"" Band -e Amir""( Dam of the emir). Among his other major constructions was the digging of the Haffar channel, that joined the Karun river to the Shatt al- Arab river( the confluence of the Tigris and the Euphrates). The port of Khorramshahr was built on the Haffar, at its joining point with the Shatt al- Arab.
Answer: [/INST]  Based on the information provided in the context, the paternal grandfather of Sultan Al-Dawla is Rukn al- Dawla.",False,"Fannā( Panāh) Khusraw, better known by his laqab of ʿ Aḍud al- Dawla("" Pillar of the[ Abbasid] Dynasty"") ( September 24, 936 – March 26, 983) was an emir of the Buyid dynasty, ruling from 949 to 983, and at his height of power ruling an empire stretching from Makran as far to Yemen and the shores of the Mediterranean Sea. He is widely regarded as the greatest monarch of the dynasty, and by the end of his reign was the most powerful ruler in the Middle East. The son of Rukn al- Dawla, Fanna Khusraw was given the title of Adud al- Dawla by the Abbasid caliph in 948 when he was made emir of Fars after the death of his childless uncle Imad al- Dawla, after which Rukn al- Dawla became the senior emir of the Buyids. In 974 Adud al- Dawla was sent by his father to save his cousin Izz al- Dawla from a rebellion. After defeating the rebel forces, he claimed the emirate of Iraq for himself, and forced his cousin to abdicate. His father, however, became angered by this decision and restored Izz al- Dawla. After the death of Adud al- Dawla's father, his cousin rebelled against him, but was defeated. Adud al- Dawla became afterwards the sole ruler of the Buyid dynasty and assumed the ancient Iranian title of Shahanshah("" King of Kings""). When Adud al- Dawla became emir of Iraq, the capital city, Baghdad, was suffering from violence and instability owing to sectarian conflict. In order to bring peace and stability to the city, he ordered the banning of public demonstrations and polemics. At the same time, he patronized a number of Shia scholars such as al- Mufid, and sponsored the renovation of a number of important Shia shrines. In addition,' Adud al- Dawla is credited with sponsoring and patronizing other scientific projects during his time. An observatory was built by his orders in Isfahan where Azophi worked. Al- Muqaddasi also reports that he ordered the construction of a great dam between Shiraz and Estakhr in 960. The dam irrigated some 300 villages in Fars province and became known as"" Band -e Amir""( Dam of the emir). Among his other major constructions was the digging of the Haffar channel, that joined the Karun river to the Shatt al- Arab river( the confluence of the Tigris and the Euphrates). The port of Khorramshahr was built on the Haffar, at its joining point with the Shatt al- Arab.",
